transaction_id,event_ts,customer_id,Amount,channel,merchant_category,country,priority_band,alert_priority_score,fraud_probability,anomaly_score,rule_hits,risk_summary,Class
TXN-0143335,2025-01-01 23:41:25,CUST-09641,252.92,card_present,electronics,Spain,critical,85.47,0.99998474,0.7975958198933576,1,very high model fraud probability; unusual anomaly pattern; Large amount versus customer baseline,1
TXN-0076558,2025-01-01 15:43:44,CUST-02023,153.46,card_present,travel,Italy,critical,85.28,0.99998796,0.7169354080044797,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0151197,2025-01-02 02:22:32,CUST-06952,571.48,e_commerce,electronics,Spain,critical,85.12,0.99951184,0.5680719776541072,2,very high model fraud probability; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0220723,2025-01-02 15:31:20,CUST-07045,324.59,mobile_app,digital_goods,Germany,critical,85.12,0.99978465,0.628236223877076,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0120839,2025-01-01 21:06:18,CUST-04669,99.9,e_commerce,digital_goods,Romania,critical,85.08,0.9999957,0.7531999422954891,2,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0023423,2025-01-01 09:05:45,CUST-06323,717.15,e_commerce,travel,Belgium,critical,84.97,0.999673,0.6604205761166578,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0150680,2025-01-02 02:04:39,CUST-05473,104.03,e_commerce,digital_goods,Germany,critical,84.89,0.99999034,0.8643710787625917,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0015753,2025-01-01 07:33:07,CUST-07215,99.99,e_commerce,digital_goods,Italy,critical,84.85,0.9999819,0.8664813811017245,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0004921,2025-01-01 01:14:22,CUST-02596,239.93,atm,retail,France,critical,84.81,0.9996376,0.6462725238042394,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0191075,2025-01-02 11:51:35,CUST-03882,720.8,e_commerce,digital_goods,France,critical,84.78,0.9991059,0.5270133009035911,2,very high model fraud probability; Large amount versus customer baseline; Cross-border transaction on elevated merchant/device risk,1
TXN-0106680,2025-01-01 19:27:51,CUST-04761,227.3,mobile_app,travel,Portugal,critical,84.78,0.9999417,0.6494151613570757,2,very high model fraud probability; Large amount versus customer baseline; Rapid repeat transaction pattern,1
TXN-0154671,2025-01-02 04:28:09,CUST-04512,104.0,e_commerce,travel,France,critical,84.68,0.9999521,0.7288559229653524,2,very high model fraud probability; Large amount versus customer baseline; Night-time digital purchase with elevated device risk,1
TXN-0015168,2025-01-01 07:22:03,CUST-05704,99.99,mobile_app,electronics,France,critical,84.68,0.9999864,0.8577403188384173,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0150679,2025-01-02 02:04:39,CUST-01354,104.03,mobile_app,digital_goods,Poland,critical,84.62,0.99998903,0.8508961649392172,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0070142,2025-01-01 14:55:27,CUST-09970,112.45,e_commerce,cash_withdrawal,UAE,critical,84.57,0.9999635,0.5899749489991439,3,very high model fraud probability; Rapid repeat transaction pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0017481,2025-01-01 07:59:15,CUST-01868,99.99,e_commerce,electronics,Belgium,critical,84.43,0.99996734,0.8456138870094173,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0042784,2025-01-01 11:27:23,CUST-06894,45.49,e_commerce,cash_withdrawal,Spain,critical,84.42,0.9999746,0.8043024328474584,2,very high model fraud probability; unusual anomaly pattern; Rapid repeat transaction pattern; Cross-border transaction on elevated merchant/device risk,1
TXN-0092777,2025-01-01 17:48:13,CUST-01417,294.9,e_commerce,grocery,Portugal,critical,84.4,0.99998426,0.727487896855164,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0017454,2025-01-01 07:58:46,CUST-07978,99.99,e_commerce,digital_goods,Germany,critical,84.3,0.99998486,0.838926397797751,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0015507,2025-01-01 07:28:19,CUST-03777,99.99,mobile_app,digital_goods,France,critical,84.11,0.99998415,0.8292491100381089,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0044224,2025-01-01 11:37:31,CUST-10018,139.9,e_commerce,grocery,Germany,critical,84.1,0.9999809,0.7929282710768745,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0088307,2025-01-01 17:14:40,CUST-09568,180.0,e_commerce,bill_pay,Italy,critical,84.07,0.9999893,0.6393407651472084,2,very high model fraud probability; Rapid repeat transaction pattern; Customer has prior chargeback history,1
TXN-0226815,2025-01-02 16:13:28,CUST-06633,667.55,card_present,retail,Netherlands,critical,84.04,0.9999423,0.6210508073062829,1,very high model fraud probability; Large amount versus customer baseline,1
TXN-0119783,2025-01-01 20:59:41,CUST-06615,124.53,atm,retail,Spain,critical,83.93,0.9999931,0.6717364014608778,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0015226,2025-01-01 07:23:05,CUST-07261,99.99,atm,digital_goods,France,critical,83.91,0.99999547,0.8192470428938768,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0070591,2025-01-01 14:58:57,CUST-00345,261.87,e_commerce,cash_withdrawal,Poland,critical,83.88,0.9999262,0.5891788143259942,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0150692,2025-01-02 02:05:04,CUST-03103,37.93,mobile_app,digital_goods,Netherlands,critical,83.75,0.99998224,0.7898505174189835,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0015477,2025-01-01 07:27:43,CUST-04287,99.99,e_commerce,cash_withdrawal,Spain,critical,83.71,0.9999876,0.8093897005010705,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0120509,2025-01-01 21:04:11,CUST-10347,99.85,e_commerce,electronics,Germany,critical,83.47,0.9999938,0.6724059408202308,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0042768,2025-01-01 11:27:17,CUST-09374,118.3,e_commerce,digital_goods,France,critical,83.46,0.9999926,0.7786935928032052,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0014171,2025-01-01 06:59:58,CUST-01944,99.99,e_commerce,digital_goods,Germany,critical,83.28,0.9998977,0.7883893549803077,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0150698,2025-01-02 02:05:20,CUST-03165,97.0,card_present,electronics,Italy,critical,83.23,0.9998975,0.7887691718281312,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0276865,2025-01-02 22:28:58,CUST-10165,349.08,e_commerce,digital_goods,Germany,critical,83.15,0.9999447,0.5213750364595362,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0101509,2025-01-01 18:50:57,CUST-10055,320.0,e_commerce,digital_goods,Poland,critical,83.1,0.9988655,0.4065789010724967,3,very high model fraud probability; Large amount versus customer baseline; New account with high-value transaction; Customer has prior chargeback history,1
TXN-0061788,2025-01-01 13:53:05,CUST-09586,360.0,e_commerce,digital_goods,Spain,critical,83.08,0.9999777,0.5146281416570111,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0154721,2025-01-02 04:31:16,CUST-09317,119.74,mobile_app,electronics,Germany,critical,83.06,0.9999875,0.7577970160470444,1,very high model fraud probability; unusual anomaly pattern; Night-time digital purchase with elevated device risk,1
TXN-0042936,2025-01-01 11:28:25,CUST-00132,59.68,e_commerce,digital_goods,France,critical,83.02,0.99998796,0.8300976915805423,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0074796,2025-01-01 15:29:20,CUST-07121,311.91,mobile_app,digital_goods,Germany,critical,82.99,0.99908733,0.5281982669232012,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0143338,2025-01-01 23:41:25,CUST-09304,252.92,card_present,cash_withdrawal,Poland,critical,82.96,0.9999695,0.6720625541756834,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0141261,2025-01-01 23:23:24,CUST-05442,512.25,mobile_app,cash_withdrawal,Germany,critical,82.93,0.9999789,0.7187552852928352,0,very high model fraud probability,1
TXN-0150670,2025-01-02 02:04:20,CUST-07010,78.0,e_commerce,travel,Netherlands,critical,82.85,0.9999355,0.7932500733670386,1,very high model fraud probability; unusual anomaly pattern; Night-time digital purchase with elevated device risk,1
TXN-0015812,2025-01-01 07:34:12,CUST-03090,99.99,mobile_app,cash_withdrawal,Romania,critical,82.8,0.99998057,0.8890998884877344,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0125344,2025-01-01 21:33:47,CUST-07318,106.9,e_commerce,digital_goods,France,critical,82.54,0.9999881,0.7439418449079369,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0012071,2025-01-01 05:48:51,CUST-06579,1.0,e_commerce,digital_goods,Poland,critical,82.5,0.99998593,0.9247530165257978,3,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0150661,2025-01-02 02:04:13,CUST-05009,44.9,e_commerce,electronics,Turkey,critical,82.45,0.9999907,0.8321947078883382,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0156991,2025-01-02 06:21:38,CUST-03548,186.13,card_present,travel,Singapore,critical,82.31,0.99991405,0.6727041349610328,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0143732,2025-01-01 23:46:16,CUST-03692,240.77,e_commerce,electronics,Germany,critical,82.27,0.9999924,0.6424592502527026,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0152298,2025-01-02 03:00:35,CUST-07118,9.82,mobile_app,digital_goods,Germany,critical,82.22,0.9999443,0.9776565052734782,1,very high model fraud probability; unusual anomaly pattern; Night-time digital purchase with elevated device risk,1
TXN-0151010,2025-01-02 02:12:42,CUST-03581,1.0,e_commerce,digital_goods,Singapore,critical,82.16,0.9999913,0.9076874290715194,3,very high model fraud probability; unusual anomaly pattern; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0064410,2025-01-01 14:12:15,CUST-10309,99.99,e_commerce,grocery,Turkey,critical,82.11,0.9999889,0.7294084467629168,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0111692,2025-01-01 20:05:27,CUST-06808,238.9,mobile_app,grocery,UAE,critical,82.09,0.999977,0.6344841313014948,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0015738,2025-01-01 07:32:43,CUST-04381,99.99,e_commerce,electronics,Poland,critical,82.07,0.99962735,0.8532574212570606,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0201602,2025-01-02 13:12:38,CUST-07960,130.21,e_commerce,cash_withdrawal,Spain,critical,82.02,0.99998534,0.5713324610241283,2,very high model fraud probability; Cross-border transaction on elevated merchant/device risk; Customer has prior chargeback history,1
TXN-0063422,2025-01-01 14:05:06,CUST-05884,99.99,mobile_app,electronics,Germany,critical,81.96,0.9999591,0.7217929237184254,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0150678,2025-01-02 02:04:39,CUST-07018,30.31,e_commerce,cash_withdrawal,Germany,critical,81.95,0.99998534,0.8486729124918412,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0153824,2025-01-02 03:50:23,CUST-08620,2.28,e_commerce,travel,Turkey,critical,81.91,0.9999937,0.9663557555916235,2,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history; Night-time digital purchase with elevated device risk,1
TXN-0077388,2025-01-01 15:50:27,CUST-11980,444.17,mobile_app,digital_goods,Germany,critical,81.85,0.9999814,0.5554880137990835,1,very high model fraud probability; Cross-border transaction on elevated merchant/device risk,1
TXN-0150677,2025-01-02 02:04:39,CUST-09741,30.31,e_commerce,bill_pay,Spain,critical,81.83,0.99986875,0.8428874107270173,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0167306,2025-01-02 08:56:43,CUST-03990,105.89,atm,electronics,Spain,critical,81.81,0.9998585,0.7084583632646884,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0017320,2025-01-01 07:57:05,CUST-03582,99.99,e_commerce,grocery,Germany,critical,81.67,0.99994457,0.8324981907738614,0,very high model fraud probability; unusual anomaly pattern,1
TXN-0064330,2025-01-01 14:11:52,CUST-11784,99.99,e_commerce,grocery,Belgium,critical,81.67,0.9999634,0.7077103194843882,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0043681,2025-01-01 11:33:27,CUST-06276,53.95,card_present,electronics,Germany,critical,81.62,0.99998224,0.7712940239129257,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0197586,2025-01-02 12:41:26,CUST-04689,480.72,mobile_app,retail,Italy,critical,81.6,0.99858594,0.4133951987662933,2,very high model fraud probability; Large amount versus customer baseline; Customer has prior chargeback history,1
TXN-0172789,2025-01-02 09:40:38,CUST-10332,144.62,atm,electronics,Germany,critical,81.6,0.99996936,0.5392540658487854,2,very high model fraud probability; Rapid repeat transaction pattern; Customer has prior chargeback history,1
TXN-0063634,2025-01-01 14:06:48,CUST-10076,99.99,e_commerce,electronics,Spain,critical,81.54,0.999977,0.7011526568585206,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0042887,2025-01-01 11:28:05,CUST-05658,37.32,e_commerce,electronics,Spain,critical,81.53,0.9999926,0.8054833347190714,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0281146,2025-01-02 23:12:46,CUST-11915,245.0,mobile_app,retail,Germany,critical,81.51,0.9999174,0.6029474327553336,1,very high model fraud probability; Customer has prior chargeback history,1
TXN-0178208,2025-01-02 10:18:45,CUST-01378,45.51,e_commerce,grocery,Poland,critical,81.44,0.9999907,0.7803552222392235,1,very high model fraud probability; unusual anomaly pattern; Customer has prior chargeback history,1
TXN-0123142,2025-01-01 21:20:26,CUST-02995,254.76,mobile_app,bill_pay,France,critical,81.43,0.99994886,0.7197894000029201,0,very high model fraud probability,1
TXN-0017409,2025-01-01 07:58:12,CUST-02446,99.99,mobile_app,travel,Germany,critical,81.41,0.9997991,0.8198303537847902,0,very high model fraud probability; unusual anomaly pattern,1
